target,title,address,imgUrl,description,latitude,longitude,rating,reviews,phone,province,city,website,place_id
coffee,Sắc Màu Coffee,Phường 12 Tp. Đà Lạt Lâm Đồng Việt Nam,https://lh5.googleusercontent.com/p/AF1QipOUAVDvihEN1-fsFNVi6plHuBog2hWm-0_3BCM9=w122-h92-k-no,,11.9675412,108.4752954,4,1,,Lâm đồng,Đà lạt,,ChIJfySE9l8ScTERhJw79XI8NIU
coffee,N8 coffee,23 Đ. Đào Duy Từ Phường 3 Thành phố Đà Lạt Lâm Đồng Việt Nam,https://lh5.googleusercontent.com/p/AF1QipM8wDPmIqAKf44TunM3XLzi7qqHoxaJ6Z8X_8na=w80-h142-k-no,,11.9349555,108.4339292,5,5,+84 98 388 68 96,Lâm đồng,Đà lạt,,ChIJyzGJ53kTcTERxsoZ0tBGF0c
coffee,Milano Coffee,31 Đường Bùi Thị Xuân Phường 2 Thành phố Đà Lạt Lâm Đồng Việt Nam,https://lh5.googleusercontent.com/p/AF1QipPpM5KzDvPEOfGcfLXMW3iu4KFIO5ivmnVd6Z3V=w80-h106-k-no,,11.9445543,108.43960539999999,3.9,177,,Lâm đồng,Đà lạt,https://daily.milanocoffee.com.vn/listing/dai-ly-341-milano-da-lat/,ChIJlzwqHCYTcTER_HCMILn_KDU
coffee,Len's Coffee,7 Đ. Nguyễn Chí Thanh Phường 1 Thành phố Đà Lạt Lâm Đồng Việt Nam,https://lh5.googleusercontent.com/p/AF1QipMMjrtaSc_oTlyYLZL7VPhlfL-yK2tabi7xKMpI=w80-h106-k-no,,11.942124,108.436056,3.8,573,,Lâm đồng,Đà lạt,https://m.facebook.com/LensCafeRestaurant/,ChIJhRir5i4TcTERJIdYv8QKjy0
coffee,S coffee garden,96a Đ. Hùng Vương Phường 11 Thành phố Đà Lạt Lâm Đồng Việt Nam,https://lh5.googleusercontent.com/p/AF1QipN3FgeABI7tu_4Efj7oPRfbTgmYXow8JoBm5cT2=w122-h92-k-no,,11.947512399999999,108.4746267,,,+84 94 930 18 50,Lâm đồng,Đà lạt,,ChIJ045Sr-wTcTERtOALJxYjGVk
coffee,Thái châu pure coffee,WCQJ+5XQ Đường Bà Triệu Phường 1 Thành phố Đà Lạt Lâm Đồng Việt Nam,https://lh5.googleusercontent.com/p/AF1QipNrMf0J8U2mgyogq5eYFY2xV2cNnMw_K3qPHpVE=w204-h92-k-no,,11.937952399999999,108.4324875,4.7,3,,Lâm đồng,Đà lạt,,ChIJ3RUkSqgTcTERbINEXgfTYp0
coffee,HẺM coffee,14 Đường Mai Hoa Thôn Phường 2 Thành phố Đà Lạt Lâm Đồng Việt Nam,https://lh5.googleusercontent.com/p/AF1QipO8gYSd-0WPgIiYesxh3PlLqptIaP4C-ePlVmiJ=w138-h92-k-no,,11.950619399999999,108.4361526,5,4,+84 784 991 992,Lâm đồng,Đà lạt,,ChIJPa1-JF8TcTERPfvDwqmqyfI
coffee,9 Ball Coffee & Beer,WCHQ+GVH Phường 3 Thành phố Đà Lạt Lâm Đồng 670000 Việt Nam,https://lh5.googleusercontent.com/p/AF1QipO40QXdZj0fqYfRxZjODcAfMtOVdqYcufBUiWFP=w189-h92-k-no,,11.928802899999999,108.43972029999999,4.2,5,+84 774 817 735,Lâm đồng,Đà lạt,,ChIJ80ormlwTcTERmdT5Izx5dDI
coffee,Mây coffee,61Đường Mê Linh Đường Mê Linh Phường 9 Thành phố Đà Lạt Lâm Đồng Việt Nam,,,11.955485699999999,108.46944339999999,4.4,8,+84 263 3503 679,Lâm đồng,Đà lạt,,ChIJc62oKPkTcTERb3587pgm_3E
coffee,Dolly’s Coffee and Yarn,80B Đường Đống Đa Phường 3 Thành phố Đà Lạt Lâm Đồng Việt Nam,https://lh5.googleusercontent.com/p/AF1QipMh78Mqa-UtUMNjYRxHARTKfrXT4Vh3U5CId4bG=w80-h106-k-no,,11.9255854,108.4390371,,,+84 352 087 280,Lâm đồng,Đà lạt,,ChIJ40iYsAgTcTERO8pUkm2Xbyw
coffee,Coffee Văn Nghệ Dương Tùng,46 KQH Phan Đình Phùng Đà Lạt Nguyễn Công Trứ Phường 2 Thành phố Đà Lạt Lâm Đồng Việt Nam,https://lh5.googleusercontent.com/p/AF1QipOwqhUXIdrsfljfryseOfKUDlYTMMCizGN_SQeV=w163-h92-k-no,,11.954722799999999,108.4326617,4.3,26,+84 90 247 89 10,Lâm đồng,Đà lạt,http://facebook.com/vanngheduongtung,ChIJl4jFCNQScTER_3hd37QIB68
coffee,MOON TEA - Milktea & Coffee,94 Nguyễn Công Trứ Phường 8 Thành phố Đà Lạt Lâm Đồng Việt Nam,https://lh5.googleusercontent.com/p/AF1QipNF61y8_ZydZtNo53hAQxQ_wAW2ygqFg3HYj7If=w153-h92-k-no,,11.9561646,108.4399055,5,2,+84 91 894 26 96,Lâm đồng,Đà lạt,,ChIJzfqyR-UTcTER9fC-2YXIc5w
coffee,Khang Coffee,30 Nguyễn Công Trứ Phường 8 Thành phố Đà Lạt Lâm Đồng Việt Nam,https://lh5.googleusercontent.com/p/AF1QipMaos8C5LSSbl_SzBSP3dp3ny0XB1foW1qUokJc=w80-h106-k-no,,11.955088199999999,108.44141189999999,2.5,8,,Lâm đồng,Đà lạt,,ChIJ68GCmWETcTERUY19b66z76w
coffee,TiBi Mart & Coffee,36 Đ. Trần Phú Phường 4 Thành phố Đà Lạt Lâm Đồng 66000 Việt Nam,https://lh5.googleusercontent.com/p/AF1QipNb3CiUtsnAsyKsSj-Tyhv4FG0yzknHygOYed2m=w163-h92-k-no,,11.9360283,108.4319245,4.8,4,+84 98 341 47 03,Lâm đồng,Đà lạt,https://www.facebook.com/Tibi-Mart-Coffee-103637108054133/,ChIJg5LRZtETcTERHglkK6DGd_g
coffee,The 1989 Coffee,47 Đường Phù Đổng Thiên Vương Phường 8 Thành phố Đà Lạt Lâm Đồng Việt Nam,https://lh5.googleusercontent.com/p/AF1QipNghSL_If5oa8R7RpPXzd0laKBFV65tY2gbW7cE=w163-h92-k-no,,11.9562634,108.4423691,3.5,2,,Lâm đồng,Đà lạt,,ChIJ0_TA2fYTcTERISfit8jY87s
coffee,Ty Dâu Coffee & Tea,14A Đường Nhà Chung Phường 3 Thành phố Đà Lạt Lâm Đồng Việt Nam,https://lh5.googleusercontent.com/p/AF1QipPsraQk0GK3WxRVOCZbMYvnskrZIqEkfvCqhalH=w80-h106-k-no,,11.934548099999999,108.4374429,5,2,+84 327 916 073,Lâm đồng,Đà lạt,,ChIJsQFpXQwTcTERqya-BdHRsbs
coffee,Lavie En Rose Coffee & Tea,9 3 Tháng 4 Phường 3 Thành phố Đà Lạt Lâm Đồng Việt Nam,https://lh5.googleusercontent.com/p/AF1QipPLDY6i-51YzF4znCee5T4Y3tCMsVyE6X2rxqkL=w138-h92-k-no,,11.9268514,108.4476657,,,,Lâm đồng,Đà lạt,,ChIJLYgqfT8TcTERdtQ7pSIAyl4
coffee,Kangen - Coffee,24c Đường 3/4 Phường 3 Thành phố Đà Lạt Lâm Đồng Việt Nam,https://lh5.googleusercontent.com/p/AF1QipOaUdiyi590hqMw_dY5wPjXMwIk4dzWNya61ABT=w122-h92-k-no,,11.928036299999999,108.4474846,4.5,8,+84 93 708 12 82,Lâm đồng,Đà lạt,,ChIJGVnolTMTcTERKx3SdnOOPRk
coffee,Quán Coffee Đà Lạt 84,84C Đ. Nguyễn Chí Thanh Phường 1 Thành phố Đà Lạt Lâm Đồng Việt Nam,https://lh5.googleusercontent.com/p/AF1QipNBjdjmKiQ2HFjqv86hJAa_qDlGp_5S0T_0hnY6=w138-h92-k-no,,11.939742599999999,108.43505839999999,4.9,9,+84 98 442 72 62,Lâm đồng,Đà lạt,,ChIJXfKWFC4TcTER24CuIsnAFI4
coffee,Võ Hùng Coffee,6b Đường Nguyễn Thị Minh Khai Phường 1 Thành phố Đà Lạt Lâm Đồng Việt Nam,https://lh5.googleusercontent.com/p/AF1QipPvOpIb-19sSfKnT8QVRv1Mip8FDLu7lPez2iUH=w92-h92-k-no,,11.942221799999999,108.4372569,2.8,4,+84 98 733 22 52,Lâm đồng,Đà lạt,,ChIJN0paMC8TcTER1yWar7XsAVQ
coffee,White Tea & Coffee,282 Đ. Bùi Thị Xuân Phường 2 Thành phố Đà Lạt Lâm Đồng Việt Nam,https://lh5.googleusercontent.com/p/AF1QipMgQWTlkCrKeYiwOJojXinARa9se0L_h3hIW_yC=w137-h92-k-no,,11.9538203,108.441034,4.3,112,+84 798 882 288,Lâm đồng,Đà lạt,,ChIJQzQ2BqUTcTERouRfaG9f2QI
coffee,Coffee Kim Hương,WFX4+37W KQH Yersin Phường 9 Thành phố Đà Lạt Lâm Đồng Việt Nam,https://lh5.googleusercontent.com/p/AF1QipPtl1Tz12Jd0UAFnkaf-BGGI63ugrNc6cEvSElH=w122-h92-k-no,,11.9477327,108.45569479999999,4,1,,Lâm đồng,Đà lạt,,ChIJscS_IR4TcTERHPIk-cmKagw
coffee,Happy Coffee,15 Phan Đình Phùng Phường 1 Thành phố Đà Lạt Lâm Đồng Việt Nam,https://lh5.googleusercontent.com/p/AF1QipPbDmLZKyyDU1Fp_M6HAjHEGPYH-Jz8hOGDB9yC=w80-h106-k-no,,11.9423763,108.4334736,5,5,+84 352 800 660,Lâm đồng,Đà lạt,,ChIJG4kmfAMTcTERUYQZU5gCypI
coffee,Cafe Góc Nhỏ Đà Lạt,63 Đường Phù Đổng Thiên Vương Phường 8 Thành phố Đà Lạt Lâm Đồng 68000 Việt Nam,https://lh5.googleusercontent.com/p/AF1QipOkw0e2LA6oLa8vR5yoXCkpyofieCr_rnUWXfbW=w80-h106-k-no,,11.957059,108.44252,5,12,+84 378 526 623,Lâm đồng,Đà lạt,,ChIJz2txKnYTcTERQ9gg9LrDVZE
coffee,CHINTOL COFFEE & MILK TEA,109 Đường Bùi Thị Xuân Phường 2 Thành phố Đà Lạt Lâm Đồng Việt Nam,https://lh5.googleusercontent.com/p/AF1QipOEQFU1lhCRMx5YtgWF2XoU1S1PKzOof40TargS=w122-h92-k-no,,11.946728499999999,108.4403689,3.3,3,,Lâm đồng,Đà lạt,,ChIJAQ12zxATcTERoa_r58IUt3Y
coffee,Lululola Coffee + Cà Phê Accoustic Và VIew Đà Lạt,Đường 3/4 Phường 3 Thành phố Đà Lạt Lâm Đồng Việt Nam,https://lh5.googleusercontent.com/p/AF1QipOTnDXSplXGIlPLDhV1i1XSavRO1g6r636ezncU=w138-h92-k-no,,11.919983199999999,108.4421036,4.2,807,,Lâm đồng,Đà lạt,https://lululola-coffee-cafe-view-ep-nhat-a-lat.business.site/?utm_source=gmb&utm_medium=referral,ChIJX3Kz7EkTcTERFLUQaEgAj3s
coffee,Cối Xay Gió Homestay and Coffee,Mimosa Phường 10 Thành phố Đà Lạt Lâm Đồng Việt Nam,https://lh5.googleusercontent.com/p/AF1QipP1yXbe7sioRrfPm--yLMLWswtN97HRXQrpO9w2=w122-h92-k-no,,11.9107623,108.4605332,4.5,152,+84 763 806 878,Lâm đồng,Đà lạt,https://coixaygiohomestayandcoffee.business.site/?utm_source=gmb&utm_medium=referral,ChIJZdqCOj8TcTER-sWMDXknLCg
coffee,Nancy Cafe,WCWM+FJ2 Phường 2 Thành phố Đà Lạt Lâm Đồng Việt Nam,https://lh5.googleusercontent.com/p/AF1QipPznbsT-QyEpJ1eflTOE8DnfuEPUYCKmVsb0ax-=w80-h106-k-no,,11.946140999999999,108.4340031,5,3,,Lâm đồng,Đà lạt,,ChIJaZeHTGoTcTERcSgM5BvWuZE
coffee,Ruby Green - Coffee Đà Lạt,Đ. Trần Nhân Tông Phường 8 Thành phố Đà Lạt Lâm Đồng Việt Nam,https://lh5.googleusercontent.com/p/AF1QipMs2ySttZtYbrYZEfTNsqHVG2aCL-7Kc8wPuGQf=w80-h142-k-no,,11.9564569,108.4463828,4,12,+84 98 843 05 09,Lâm đồng,Đà lạt,https://www.facebook.com/coffeeshop.rubygreen,ChIJGVn56goTcTERxo4Yqpig6Ws
coffee,Cà phê Trang,131 Ba Tháng Hai Phường 1 Thành phố Đà Lạt Lâm Đồng Việt Nam,https://lh5.googleusercontent.com/p/AF1QipO2-zQU48HCsM5UczVSBxk6ulvoL56XS1lFNNUL=w163-h92-k-no,,11.9411428,108.432058,3.6,12,+84 91 977 88 79,Lâm đồng,Đà lạt,,ChIJj5W1sC0TcTERE6QUrS5HEBE
coffee,Melanin Coffee & Bar,260 Đường Phù Đổng Thiên Vương Phường 8 Thành phố Đà Lạt Lâm Đồng 66000 Việt Nam,https://lh5.googleusercontent.com/p/AF1QipO1tvjlbJRcVpNzL-FKFFRdg0IKTv5ZOYq3Fg22=w80-h106-k-no,,11.9710351,108.44148829999999,5,6,+84 98 378 09 04,Lâm đồng,Đà lạt,,ChIJsVzBVIITcTERiQQZ7qn30Ko
coffee,An Nhiên cà phê và trà thiền,Lô b1 Nguyễn Hữu Cảnh Tp. Đà Lạt Lâm Đồng 640000 Việt Nam,https://lh5.googleusercontent.com/p/AF1QipOx9i8K5vL8KjDB6RfRgw4r2tH5Mk0NoWLebZyQ=w92-h92-k-no,,11.969496,108.4406532,4.3,205,+84 345 683 731,Lâm đồng,Đà lạt,https://www.foody.vn/lam-dong/an-nhien-tea-coffee,ChIJm_fjwccScTERBE0bk6sOsGk
coffee,Quán cafe Coffee AN'Li,Cổng trại giam dã chiến Phường 11 Thành phố Đà Lạt Lâm Đồng Việt Nam,,,11.9384939,108.4828039,,,,Lâm đồng,Đà lạt,,ChIJuwdHNxITcTERwGpoaEXs4dQ
coffee,Thông ơi coffee,31 Đường 3/4 Phường 3 Thành phố Đà Lạt Lâm Đồng Việt Nam,https://lh5.googleusercontent.com/p/AF1QipPaZuk6JZf1oMZKt6Ak6ALR6AR_Ed6XlsZVEsg=w80-h106-k-no,,11.922740899999999,108.4468789,4.3,366,+84 857 506 538,Lâm đồng,Đà lạt,,ChIJFwqwFIUTcTERKChSusMNlgU
coffee,Cactus Coffee,1H Nam Kỳ Khởi Nghĩa Phường 1 Thành phố Đà Lạt Lâm Đồng 670000 Việt Nam,https://lh5.googleusercontent.com/p/AF1QipOSlFQda0W-AXy7GfvD32FoHSveGCO_wm0rLlzO=w80-h106-k-no,,11.942444,108.4356663,4.7,6,+84 97 152 55 84,Lâm đồng,Đà lạt,,ChIJrcj89LcTcTERoOzrJUX_CHY
coffee,KAFE 1984,1 Đ. Trần Phú Phường 3 Thành phố Đà Lạt Lâm Đồng Việt Nam,https://lh5.googleusercontent.com/p/AF1QipNqsZJ-taDodk3JOpH0qnlvfvu1CHJdYQ-ikZzm=w80-h106-k-no,,11.936178199999999,108.43347299999999,5,3,+84 90 994 67 07,Lâm đồng,Đà lạt,,ChIJR7CsLGQTcTERgm9Q55qyb4U
coffee,Milk Tea & Coffee Honey,WFR2+9MG 7 Yersin Phường 10 Thành phố Đà Lạt Lâm Đồng 67000 Việt Nam,https://lh5.googleusercontent.com/p/AF1QipN6w68ocSdvLd3072yW_umZDc0twl2vAOpPPnmI=w163-h92-k-no,,11.9409339,108.4516699,3.7,16,+84 97 211 13 72,Lâm đồng,Đà lạt,,ChIJHRJBmxgTcTERKVYr0898L9k
coffee,Napoli Coffee,107 Đường Phù Đổng Thiên Vương Phường 8 Thành phố Đà Lạt Lâm Đồng Việt Nam,https://lh5.googleusercontent.com/p/AF1QipMLFV0_MHqqTXAHfB1zMh5Xi11rVZ6yVMU2C6CD=w80-h106-k-no,,11.9611973,108.44250149999999,5,3,,Lâm đồng,Đà lạt,,ChIJkxVx4MQScTER31iRYgj9ZYs
coffee,UÔNG HOME COFFEE - TIỆM CAFE UÔNG GIÀ,Hẻm 71 Hoàng Hoa Thám Phường 10 Thành phố Đà Lạt Lâm Đồng Việt Nam,https://lh5.googleusercontent.com/p/AF1QipPr0tK08M6GMkLliFQENSDxKxSFkznlmf88r69A=w122-h92-k-no,,11.93511,108.464646,4.9,62,+84 90 315 80 03,Lâm đồng,Đà lạt,https://www.facebook.com/uonghomecoffee,ChIJg6W4H6cTcTEREr6PI3xS1jc
coffee,Maybe Blue Coffee,5 Đường Lê Hồng Phong Phường 4 Thành phố Đà Lạt Lâm Đồng Việt Nam,https://lh5.googleusercontent.com/p/AF1QipO4z2znaAX_4m2UM72z_slTG4YR5jbtg--BQEAo=w138-h92-k-no,,11.9341951,108.43153699999999,4.5,459,+84 91 858 38 98,Lâm đồng,Đà lạt,https://maybe-blue-coffee.business.site/,ChIJs1vAnzQTcTERhbQmfrNva5Q
coffee,LA COFFEE & MILK TEA(cafe Điếu cày),BL 8 Yersin Phường 10 Thành phố Đà Lạt Lâm Đồng Việt Nam,https://lh5.googleusercontent.com/p/AF1QipOgpTsdWow62XJ3lcjGCgSJjTTVxU1rT9GiCeDf=w95-h92-k-no,,11.947130999999999,108.45493499999999,4.9,20,+84 98 496 48 04,Lâm đồng,Đà lạt,,ChIJM4VoA0MTcTERS_zzQKhXhQ8
coffee,Q Coffee Roastery Dalat,305 Đ. Tô Ngọc Vân Phường 6 Thành phố Đà Lạt Lâm Đồng 670000 Việt Nam,https://lh5.googleusercontent.com/p/AF1QipNeGLuT7H6SSV43IwO0FmlVOGeoo_i0kSkH_Sjt=w80-h106-k-no,,11.9496912,108.4334726,4.9,153,+84 91 928 51 01,Lâm đồng,Đà lạt,,ChIJ-Zqq4qETcTER9NEliMq-Ei0
coffee,Vuông Tròn Coffee & Tea,110 Đường Phù Đổng Thiên Vương Phường 8 Thành phố Đà Lạt Lâm Đồng Việt Nam,https://lh5.googleusercontent.com/p/AF1QipNVScLKVq62bgCIUAFaHGNUAAZIUWoWe5zNttai=w122-h92-k-no,,11.9619397,108.44306999999999,4.8,13,+84 91 985 68 79,Lâm đồng,Đà lạt,,ChIJEYCrs5sTcTERaKD1thjCBlM
coffee,Là Việt Coffee,200 Nguyễn Công Trứ Phường 8 Thành phố Đà Lạt Lâm Đồng 66000 Việt Nam,https://lh5.googleusercontent.com/p/AF1QipNcn5_Et5M5yio6OEhksbyOE0i_ImD8cjOy7gia=w115-h92-k-no,,11.956792499999999,108.43509209999999,4.5,2619,+84 263 3981 189,Lâm đồng,Đà lạt,http://www.laviet.coffee/,ChIJuZxn7NAScTERQB4WFRsQ3Wk
coffee,Goodmorning Đà Lạt Coffee,Đèo Prenn Phường 3 Thành phố Đà Lạt Lâm Đồng Việt Nam,https://lh5.googleusercontent.com/p/AF1QipPCkj-5RvR6w09PmJ6K8MfBAhoUJfxLPRf5h6re=w122-h92-k-no,,11.9105981,108.45246519999999,4.8,4,+84 91 423 28 32,Lâm đồng,Đà lạt,,ChIJdTpd9ccTcTERSgNX7-4npVM
coffee,Phuc Long Coffee & Tea,28 Đ. Trần Phú Phường 3 Thành phố Đà Lạt Lâm Đồng Việt Nam,https://lh5.googleusercontent.com/p/AF1QipNcgvkB33oArWbeMmNOLai35nn1xUS-X5JuJQWt=w122-h92-k-no,,11.9361758,108.4327268,4.2,540,+84 263 3773 456,Lâm đồng,Đà lạt,https://phuclong.com.vn/,ChIJtXSpBroTcTERXsT5NQE1HHg
coffee,Chenh Coffee,WFPM+PC7 Unnamed Road Phường 11 Thành phố Đà Lạt Lâm Đồng Việt Nam,https://lh5.googleusercontent.com/p/AF1QipMcCrOPTKmM3niUBxixG_zxgILH_0FeNS7sfQA=w92-h92-k-no,,11.936798399999999,108.4835519,4.7,139,+84 96 697 40 14,Lâm đồng,Đà lạt,https://www.facebook.com/Chenhcafedalat/,ChIJAfaG7GQTcTERpA1JxqHXgcM
coffee,TONY'S COFFEE,Phường 2 Thành phố Đà Lạt Lâm Đồng Việt Nam,https://lh5.googleusercontent.com/p/AF1QipNFK3a-ts5cMHWCL9fXGZGv8DtpUFsD0AEMzUmF=w80-h106-k-no,,11.951813,108.4324444,4.8,4,+84 98 929 74 80,Lâm đồng,Đà lạt,,ChIJewsP2D8TcTERharvi6Kiwrw
coffee,Gốm Coffee House,City 117 Hoàng Hoa Thám Street Thành phố Đà Lạt Lâm Đồng 670000 Việt Nam,https://lh5.googleusercontent.com/p/AF1QipPlXG4X7vESaNProDW1JuU_Ytu0Ypk6v4YG1LL4=w80-h106-k-no,,11.935642,108.46504979999999,5,8,+84 97 970 12 34,Lâm đồng,Đà lạt,https://www.facebook.com/GomCoffeeHouse,ChIJoU9QKCETcTERgTogHfuvURY
coffee,Milano Coffee,12 Đ Phạm Ngũ Lão Phường 1 Thành phố Đà Lạt Lâm Đồng Việt Nam,https://lh5.googleusercontent.com/p/AF1QipONQ17Wy0lHwlZnOTRa31SXGt0NpCgz288ge9lF=w80-h106-k-no,,11.9379929,108.43581069999999,3.9,224,,Lâm đồng,Đà lạt,https://daily.milanocoffee.com.vn/listing/dai-ly-186-milano-da-lat/,ChIJqYUe0zETcTERSOqlimjGSks
coffee,Coffee Trang Hai Bà Trưng Đà Lạt,34 Đường Hai Bà Trưng Phường 6 Thành phố Đà Lạt Lâm Đồng 671544 Việt Nam,https://lh5.googleusercontent.com/p/AF1QipMXcUcSvhulH83M5IwxvPWUlTdpqOInUiXgDMDm=w80-h106-k-no,,11.943085,108.4325346,4.8,34,+84 96 656 78 39,Lâm đồng,Đà lạt,http://coffetrang.com/,ChIJCZKSQLUTcTERD1Y5v8l8faA
coffee,Kan Coffee,50 Đường Triệu Việt Vương Phường 3 Thành phố Đà Lạt Lâm Đồng Việt Nam,https://lh5.googleusercontent.com/p/AF1QipNgtZ_v6iN-rpCGqbQQPaT_E5QAVeot0WYFF-lH=w122-h92-k-no,,11.927863799999999,108.4322546,4.3,83,+84 263 6500 888,Lâm đồng,Đà lạt,,ChIJRcoU9DUTcTERTtZSj6Xrtpw
coffee,The Green Coffee - La Son Phu Tu,12B1 La Sơn Phu Tử Phường 2 Thành phố Đà Lạt Lâm Đồng Việt Nam,https://lh5.googleusercontent.com/p/AF1QipMOxmGrE_c34c3faVqq7aQEuWk2lEuKdIfYEzWr=w80-h106-k-no,,11.954122199999999,108.4312763,4.7,12,+84 90 809 11 00,Lâm đồng,Đà lạt,http://thegreencoffee.vn/,ChIJeeGbZdQScTERn4PM5E9CnUI
coffee,The Green Coffee - Ba Trieu,33 Đường Bà Triệu Phường 3 Thành phố Đà Lạt Lâm Đồng Việt Nam,https://lh5.googleusercontent.com/p/AF1QipOqDJQNnuJ30mlzKEHYcMiKNduhsPw6Rxd5L3Em=w122-h92-k-no,,11.937301,108.4339634,4.4,30,+84 90 809 11 00,Lâm đồng,Đà lạt,http://facebook.com/thegreencoffee.com.vn,ChIJJaKwCPYTcTER6iqHQbJnfTU
coffee,TS COFFEE,27 Ngô Gia Tự Phường 12 Thành phố Đà Lạt Lâm Đồng Việt Nam,https://lh5.googleusercontent.com/p/AF1QipPqvmmPTJ4X-Fq_2IFA0vIWEqUaBZEF3aAA0zdH=w124-h92-k-no,,11.9691242,108.475414,4.2,44,+84 97 721 01 23,Lâm đồng,Đà lạt,,ChIJo86kLGMScTERXkL8es5dI0s
coffee,Bad Day Coffee & Cake,40A Đường Trương Công Định Phường 1 Thành phố Đà Lạt Lâm Đồng 670000 Việt Nam,https://lh5.googleusercontent.com/p/AF1QipNfveE66iJ9oGR8sAjf55t9F5IJALtOfrzSNJFR=w80-h106-k-no,,11.9439233,108.43471,4.9,15,+84 792 192 465,Lâm đồng,Đà lạt,https://badday.net/,ChIJoWlUtjkTcTERSBSIRlqevoc
coffee,Quán Cà Phê F.Coffee,76-79KQH Nguyễn Công Trứ Phường 2 Thành phố Đà Lạt Lâm Đồng Việt Nam,https://lh5.googleusercontent.com/p/AF1QipORhiCJcpAzGpWmDlkxIQzYPJ7y6BWTknbCyLQr=w80-h106-k-no,,11.9545528,108.4326969,4.3,93,+84 263 3824 295,Lâm đồng,Đà lạt,,ChIJuRw3ZuUTcTER1SRm6hoAqhI
coffee,Kimochi coffee,4 Trần Quang Diệu Phường 10 Thành phố Đà Lạt Lâm Đồng 670000 Việt Nam,https://lh5.googleusercontent.com/p/AF1QipPe-d8rxaIs1p43hKgKYYux4E0m6KOw6PkdBB_P=w163-h92-k-no,,11.942878199999999,108.4676137,4.5,476,+84 384 942 154,Lâm đồng,Đà lạt,https://kimochicoffee.business.site/?utm_source=gmb&utm_medium=referral,ChIJaWfXbDMTcTERkeXOMmrK4aE
coffee,Truc coffee,70 Nguyễn Công Trứ Phường 2 Thành phố Đà Lạt Lâm Đồng Việt Nam,,,11.9546865,108.4329018,,,,Lâm đồng,Đà lạt,,ChIJyx9RzX4TcTERltMU5wRkyXM
coffee,De-Su Coffee Shop,109 Hẻm Bùi Thị Xuân Phường 2 Thành phố Đà Lạt Lâm Đồng Việt Nam,https://lh5.googleusercontent.com/p/AF1QipPYg_GBqJL2x7cx6mNXQP5WPlz5KEAEPuR7-P3Q=w92-h92-k-no,,11.9466939,108.44037189999999,4.1,26,+84 868 326 479,Lâm đồng,Đà lạt,,ChIJsarH-lwTcTEReXEGqN5-1H0
coffee,Tách coffee,66 Đ. Nguyễn Đình Chiểu Phường 9 Thành phố Đà Lạt Lâm Đồng Việt Nam,https://lh5.googleusercontent.com/p/AF1QipO_SrbTkA0Icec3XsUQPV-eaUW_Ip9S5FpxX0kb=w80-h106-k-no,,11.9505737,108.46138119999999,5,2,+84 96 416 23 66,Lâm đồng,Đà lạt,,ChIJZ1EJXRcTcTER3DgXN4A3eng
coffee,Coffee Wind,Đ. Trần Anh Tông Phường 8 Thành phố Đà Lạt Lâm Đồng Việt Nam,https://lh5.googleusercontent.com/p/AF1QipPXy5NeQcojjAxAP7kv8C-ChvqmclDk_bTY6zMa=w80-h106-k-no,,11.965662,108.4548451,3,1,,Lâm đồng,Đà lạt,,ChIJL0t2LRQTcTERfWv1EzdP05U
coffee,Natureside | Horus - Cafe & more,29B Hùng Vương Phường 11 Thành phố Đà Lạt Lâm Đồng 66118 Việt Nam,https://lh5.googleusercontent.com/p/AF1QipPenV8KBJiZL2pS8by_qspCh-R8mU2YO7bnP0GU=w137-h92-k-no,,11.9407456,108.48418149999999,4.8,171,+84 93 883 65 65,Lâm đồng,Đà lạt,https://www.facebook.com/natureside.real?mibextid=LQQJ4d,ChIJm9IiEtcTcTERNsDv1eIoZA4
coffee,The Green Coffee,48 Đ. Thủ Khoa Huân Phường 1 Thành phố Đà Lạt Lâm Đồng Việt Nam,,,11.940285,108.4340058,,,,Lâm đồng,Đà lạt,,ChIJj5s6cS4TcTERJx-GTHc1h7o
